id,content,label
1534,the documentary film crew spent ... three years following arctic wildlife,1
1003,"The Jenkins build is failing, the main branch build since midnight",1
1345,"That should do it, thank you",1
1875,"You're thinking what I'm thinking, aren't you",1
1277,I was just reviewing the documentation when suddenly the system kind of,0
716,ah gotcha and then what about when they said,0
1379,The friendship bracelet she gave me reminded me of that time when,0
429,"That's perfect, could you book me a table for 4 at 16:15 on Friday",1
833,i was like konnichiwa sensei and he just started laughing ngl,1
1681,The annual food festival will feature twenty local restaurants this year,1
794,"I mean, if we look at it from another perspective",0
705,ahh right now i remember what happened at the meeting,1
1179,hoping you have a wonderful rest of your,0
108,the client absolutely loves our latest design proposal,1
472,Thank you for all of the helpful information,1
336,"The system maintenance starts at 2- correction, 2:17 AM UTC",1
802,My abuela always says tranquila niña everything's gonna work out fine,1
1269,"The server keeps-- wait, I've just received the all-clear notification",1
220,my my car keeps keeps breaking down im im done with this unreliable piece of junk,1
1310,The dashboard is showing some interesting-- I mean depending on how we,0
1823,"We might need to reconsider the timeline, mightn't we, given that",0
1174,"Fantastic, thank you. That is all I need",1
905,the client called about the deadline about the you know the deadline for,0
1452,my grandmother taught me this recipe oh I know that one when I was just learning how to cook,1
910,you need to turn left at the bank the big bank with the red sign,1
706,"Yes, that would be fine, thanks",1
651,gimme a sec while i try to member what the,0
1797,when you mentioned the client meeting wasnt there something,0
1093,"Can you find me an expensive place to stay, it should be only 4 stars and include free wifi and parking",1
971,"She's looking for her badge, her temporary badge from reception",1
649,right right i see what youre sayin bout the project deadline,1
1221,they wanted to know if we could i secured the additional resources we need,1
129,Thank you for all your help today. Goodbye,1
1351,"I was looking for my textbook but-- oh, I see it's in Professor Lee's office",1
800,What type of accommodations are they,0
1443,We were practicing the new routine when the whole,0
1733,The team retrospective meeting has been moved to next Tuesday,1
1918,were all thinking the same thing arent we,1
890,snort pfft did you see what they were wearing today,1
1312,I thought we could maybe implement the-- unless theres a reason why,0
1050,I need something in the same price range as the hotel,1
1464,according to the research paper which one exactly vaccinations significantly reduce disease spread,1
270,"yooo, just pushed my first PR and the senior devs are showing mad love",1
1258,we should probably address the issue with the before it becomes,0
1306,Okay thank you very much for your help,1
1528,my grandmother always said that true friendship ... requires patience and understanding,1
1667,Any guesthouse in the cheap range,1
1124,"I've been double-charged, double-charged on my March statement",1
121,"ok, that's fine. i want to book a room there",1
1892,They're planning to refactor this module arent they once the,0
922,"If there are no hotels, a guesthouse would be fine, I suppose",1
1199,we were discussing the new features when suddenly the whole thing just,0
1333,I tried reaching out to the group but something about the way they,0
183,my coffee tastes terrible today i should really start learning to play,0
1626,Employee ID 45721 has accessed Level 2 at 07:45 AM,1
1274,I don't have a preference in what area of town,1
364,"Set the timeout to thirty- no, sixty seconds minimum",1
919,we should meet at six oclock yes six oclock at the main entrance,1
115,"Current balance due shows $3,567.89 excluding the recent",0
1938,the cats already had breakfast hasnt she,1
1509,the space exploration mission wait youre mistaken during the launch sequence,0
1536,the new security protocol requires ... two factor authentication for all users,1
105,"Not right now, thanks. I am also looking for some places to go in the west area of town. What attractions do they offer there",1
1815,"I'd like to stay close to the center area, but the hotel should be 3 star",1
736,"Yeah yeah, exactly what I thought about the new policy",1
1077,Could you elaborate on this error? This validation error you mentioned,1
208,we we had such a wonderful um wonderful time at the at the beach yesterday it was perfect,1
967,"The system keeps crashing, keeps crashing whenever I open Chrome",1
1183,they wanted us to review the no wait we already approved those changes last week,1
1011,The client was asking about delivery asking about when we would,0
954,we need to finish the report finish the quarterly report by Friday morning,1
409,Yes that sounds like something I could try,1
516,"Oh right, before I forget to mention something about the",0
895,hahaha can't believe that just happened,1
617,Thanks. I also need a train for saturday,1
62,"um, so the waiter, like, mentioned a discount but i’m not sure about",0
517,"Dunno whatcha mean by that, could ya explain it again",1
1894,Do they have a website or,0
261,that concert last night was mad wicked the crowd was absolutely wildin,1
1440,Need directions too as well as,0
1656,I need a train to Cambridge that will arrive by 18:03 and leaving on Friday,1
707,okay okay now i see what you meant bout the budget,1
1135,the client mentioned something about the delivery date but then they kind of,0
293,the meeting is in room three oh sorry room three fifteen on the second floor,1
1022,Can you check the logs the production logs from when the system,0
186,Your order #RT78392 has been shipped to New York,1
1290,"The client was asking about the-- I just checked, it's been deployed successfully",1
1305,I need a hospital please! I've been hurt,1
401,ah yes I remember now we need to pick up milk eggs and bread from the store,1
1719,When I tried to run the test suite it kept failing at,0
680,It does not matter,1
1503,implementing artificial intelligence could thats not how it works because the systems,0
275,"Ayy, just peeped how clean this refactoring turned out, we up",0
1421,The championship match was going to-- turns out we're seeded first this year,1
1123,Could you check my subscription status? My PREMIUM subscription status,1
157,my new job is exactly what I wanted and the team is absolutely wonderful,1
537,Finna head out to the gym in bout five minutes,1
959,"Hey, I'm checking about the meeting - the 3PM meeting with Finance",1
1993,well basically,0
403,ugh you know that feeling when youre just about to,0
1279,"I'm trying to access the-- ah, my permissions were updated, I can see it now",1
1441,Was anyone able to get the-- team roster's just been updated online,1
1064,The way you're processing my input processing my questions seems different than,0
1652,The hotel should be in the cheap price range and should have a star of 4 with free wifi,1
1019,What part of town is frankie and bennys located,1
392,gosh how do I even begin to explain the way that,0
1233,the documentation says we need to but then theres this part where,0
1914,these documents need signing dont they unless we decide to,0
927,we need to update the website update the section where,0
1304,Alexander was saying something about how the system might-- well you know,0
742,"Oh right, so if I'm understanding correctly about what happened",0
